FID,the_geom,id_healthF,nmHsp_mya,nmHsp_eng,lvlHsp_mya,lvlHsp_eng,bedClass,SR_PCODE,SR_mya,SR,DT_PCODE,DT,TS_PCODE,TS_mya,TS_en,SELF_ADMIN,comment,accuraConf
health_facilities_myanmar2020_v20241016.476,POINT (95.00675100000007 19.333968000000027),hsp_0478,တလပါးတိုက်နယ်ဆေးရုံ,Ta La Par Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009012,သရက်,Thayet,,,high confidence
health_facilities_myanmar2020_v20241016.477,POINT (95.03191000000004 19.966202000000067),hsp_0479,မင်းလှမြို့နယ်ဆေးရုံ,Minhla Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009013,မင်းလှ,Minhla,,,high confidence
health_facilities_myanmar2020_v20241016.478,POINT (94.80149700000004 19.775743000000034),hsp_0480,ရေနံမတိုက်နယ်ဆေးရုံ,Yae Nan Ma Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009013,မင်းလှ,Minhla,,,high confidence
health_facilities_myanmar2020_v20241016.479,POINT (94.93831300000005 19.691444000000047),hsp_0481,လင်းကယ်တိုက်နယ်ဆေးရုံ,Lin Kei Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009013,မင်းလှ,Minhla,,,high confidence
health_facilities_myanmar2020_v20241016.480,POINT (94.58510900000005 19.779364000000044),hsp_0482,လက်ပံခါးတိုက်နယ်ဆေးရု,Let Pan Ta Gar Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009013,မင်းလှ,Minhla,,,high confidence
health_facilities_myanmar2020_v20241016.481,POINT (94.73101300000008 19.350322000000062),hsp_0483,မင်းတုန်းမြို့နယ်ဆေးရုံ,Mindon Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009014,မင်းတုန်း,Mindon,,,high confidence
health_facilities_myanmar2020_v20241016.482,POINT (94.73383400000006 19.25166900000005),hsp_0484,မြောက်ပြင်တိုက်နယ်ဆေးရုံ,Myauk Pyin Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009014,မင်းတုန်း,Mindon,,,high confidence
health_facilities_myanmar2020_v20241016.483,POINT (94.71719000000007 19.49936500000007),hsp_0485,ကျောက်တိုင်တိုက်နယ်ဆေးရုံ,Kyauk Taing Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009014,မင်းတုန်း,Mindon,,,high confidence
health_facilities_myanmar2020_v20241016.484,POINT (95.09719700000005 19.02477700000003),hsp_0486,ကံမမြို့နယ်ဆေးရုံ,Kamma Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009015,ကံမ,Kamma,,,high confidence
health_facilities_myanmar2020_v20241016.485,POINT (95.03241700000007 19.111636000000033),hsp_0487,ရေနံ့သာတိုက်နယ်ဆေးရုံ,Yae Nant Thar Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009015,ကံမ,Kamma,,,high confidence
health_facilities_myanmar2020_v20241016.486,POINT (94.90190300000006 19.03060000000005),hsp_0488,ကြို့ပင်တိုက်နယ်ဆေးရုံ,Kyoet Pin Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009015,ကံမ,Kamma,,,high confidence
health_facilities_myanmar2020_v20241016.487,POINT (95.21584300000006 19.351812000000052),hsp_0489,‌အောင်လံမြို့နယ်ဆေးရုံ,Aunglan Township Hospital,မြို့နယ်,Township,50,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009016,အောင်လံ,Aunglan,,,high confidence
health_facilities_myanmar2020_v20241016.488,POINT (95.18921600000004 19.158038000000033),hsp_0490,ပြလို့တိုက်နယ်ဆေးရုံ,Pya Loet Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009016,အောင်လံ,Aunglan,,,high confidence
health_facilities_myanmar2020_v20241016.489,POINT (95.56467100000003 19.23433600000004),hsp_0491,ရွှေပန်းတောတိုက်နယ်ဆေးရုံ,Shwe Pan Taw Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009016,အောင်လံ,Aunglan,,,high confidence
health_facilities_myanmar2020_v20241016.490,POINT (95.14820300000008 19.06658200000004),hsp_0492,ညောင်ပင်ဆိပ်တိုက်နယ်ဆေးရုံ,Nyaung Pin Seik Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009016,အောင်လံ,Aunglan,,,high confidence
health_facilities_myanmar2020_v20241016.491,POINT (95.38643200000007 19.28164300000003),hsp_0493,ကျောက်ပန်းတောင်းတိုက်နယ်ဆေးရုံ,Kyauk Pa Taung Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009016,အောင်လံ,Aunglan,,,high confidence
health_facilities_myanmar2020_v20241016.492,POINT (95.27447000000006 19.46175500000004),hsp_0494,ရေနံကြီးတိုက်နယ်ဆေးရုံ,Yae Nan Gyi Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009016,အောင်လံ,Aunglan,,,high confidence
health_facilities_myanmar2020_v20241016.493,POINT (95.16538800000006 19.72717700000004),hsp_0495,ဆင်ပေါင်ဝဲမြို့နယ်ဆေးရုံ,Sinbaungwe Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009017,ဆင်ပေါင်ဝဲ,Sinbaungwe,,,high confidence
health_facilities_myanmar2020_v20241016.494,POINT (95.37246300000004 19.718641000000048),hsp_0496,ချောင်းကောက်တိုက်နယ်ဆေးရုံ,Chaung Kauk Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009017,ဆင်ပေါင်ဝဲ,Sinbaungwe,,,high confidence
health_facilities_myanmar2020_v20241016.495,POINT (95.44834400000008 19.550626000000022),hsp_0497,ဆင်မတောင်တိုက်နယ်ဆေးရုံ,Sin Ma Taung Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009017,ဆင်ပေါင်ဝဲ,Sinbaungwe,,,high confidence
health_facilities_myanmar2020_v20241016.496,POINT (95.18489900000009 19.589469000000065),hsp_0498,မွှန်းညောင်ပင်သာတိုက်နယ်ဆေးရုံ,Hmun Nyaung Pin Thar Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D003,Thayet,MMR009017,ဆင်ပေါင်ဝဲ,Sinbaungwe,,,high confidence
health_facilities_myanmar2020_v20241016.497,POINT (95.08824500000009 21.33498000000003),hsp_0499,ပခုက္ကူပြည်သူ့ဆေးရုံကြီး,Pakokku General Hospital,မြို့နယ်,General,200,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009018,ပခုက္ကူ,Pakokku,,,high confidence
health_facilities_myanmar2020_v20241016.498,POINT (94.82562700000005 21.386760000000038),hsp_0500,ကမ္မတိုက်နယ်ဆေးရုံ,Kanma Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009018,ပခုက္ကူ,Pakokku,,,high confidence
health_facilities_myanmar2020_v20241016.499,POINT (95.04088200000007 21.451328000000046),hsp_0501,ကိုင်းရွာတိုက်နယ်ဆေးရုံ,Kaing Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009018,ပခုက္ကူ,Pakokku,,,high confidence
health_facilities_myanmar2020_v20241016.500,POINT (94.85264600000005 21.249667000000045),hsp_0502,မြစ်ခြေတိုက်နယ်ဆေးရုံ,Myit Chae Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009018,ပခုက္ကူ,Pakokku,,,high confidence
health_facilities_myanmar2020_v20241016.501,POINT (94.82314400000007 21.34260900000004),hsp_0503,ကြပ်ပြည့်တိုက်နယ်ဆေးရုံ,Kyet Pyae Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009018,ပခုက္ကူ,Pakokku,,,high confidence
health_facilities_myanmar2020_v20241016.502,POINT (95.24527700000004 21.626172000000054),hsp_0504,‌ရေစကြိုမြို့နယ်ဆေးရုံ,Yesagyo Township Hospital,မြို့နယ်,Township,100,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009019,ရေစကြို,Yesagyo,,,high confidence
health_facilities_myanmar2020_v20241016.503,POINT (95.11015300000008 21.689342000000067),hsp_0505,ကြက်ဆူကျင်းတိုက်နယ်ဆေးရုံ,Kyet Su Kyin Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009019,ရေစကြို,Yesagyo,,,high confidence
health_facilities_myanmar2020_v20241016.504,POINT (95.19488700000005 21.743756000000076),hsp_0506,မအူတိုက်နယ်ဆေးရုံ,Ma Au Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009019,ရေစကြို,Yesagyo,,,high confidence
health_facilities_myanmar2020_v20241016.505,POINT (95.32854700000007 21.570497000000046),hsp_0507,မြေတောတိုက်နယ်ဆေးရုံ,Myay Taw Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009019,ရေစကြို,Yesagyo,,,high confidence
health_facilities_myanmar2020_v20241016.506,POINT (95.20388800000006 21.545385000000067),hsp_0508,ပခန်းကြီးတိုက်နယ်ဆေးရုံ,Pa Khan Gyi Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009019,ရေစကြို,Yesagyo,,,probably accurate
health_facilities_myanmar2020_v20241016.507,POINT (95.24420400000008 21.496124000000066),hsp_0509,သူဌေးကုန်းတိုက်နယ်ဆေးရုံ,Thu Htay Kone Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009019,ရေစကြို,Yesagyo,,,bestGuess
health_facilities_myanmar2020_v20241016.508,POINT (94.86137900000006 21.613691000000074),hsp_0510,မြိုင်မြို့နယ်ဆေးရုံ,Myaing Township Hospital,မြို့နယ်,Township,50,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009020,မြိုင်,Myaing,,,high confidence
health_facilities_myanmar2020_v20241016.509,POINT (94.93477600000006 21.757020000000068),hsp_0511,လက်ယက်မတိုက်နယ်ဆေးရုံ,Let Yet Ma Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009020,မြိုင်,Myaing,,,probably accurate
health_facilities_myanmar2020_v20241016.510,POINT (94.67875200000003 21.726677000000052),hsp_0512,ဗဟင်းတိုက်နယ်ဆေးရုံ,Ba Hin Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009020,မြိုင်,Myaing,,,high confidence
health_facilities_myanmar2020_v20241016.511,POINT (94.76332800000006 21.51985600000006),hsp_0513,ကိုင်းတောမတိုက်နယ်ဆေးရုံ,Kaing Taw Ma Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009020,မြိုင်,Myaing,,,high confidence
health_facilities_myanmar2020_v20241016.512,POINT (94.47854100000006 21.448560000000043),hsp_0514,‌ပေါက်မြို့နယ်ဆေးရုံ,Pauk Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009021,ပေါက်,Pauk,,,high confidence
health_facilities_myanmar2020_v20241016.513,POINT (94.45292600000005 21.622132000000022),hsp_0515,ဇီးပြားတိုက်နယ်ဆေးရုံ,Zee Pyar Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009021,ပေါက်,Pauk,,,high confidence
health_facilities_myanmar2020_v20241016.514,POINT (94.63055400000007 21.431669000000056),hsp_0516,ရေပြာတိုက်နယ်ဆေးရုံ,Yae Pyar Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009021,ပေါက်,Pauk,,,high confidence
health_facilities_myanmar2020_v20241016.515,POINT (94.44590400000004 21.348523000000057),hsp_0517,ကိုင်းလယ်တိုက်နယ်ဆေးရုံ,Kaing Lel Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009021,ပေါက်,Pauk,,,high confidence
health_facilities_myanmar2020_v20241016.516,POINT (94.79617100000007 20.910623000000044),hsp_0518,ဆိပ်ဖြူမြို့နယ်ဆေးရုံ,Seikphyu Township Hospital,မြို့နယ်,Township,50,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009022,ဆိပ်ဖြူ,Seikphyu,,,high confidence
health_facilities_myanmar2020_v20241016.517,POINT (94.41031600000008 21.003287000000057),hsp_0519,ကဇွန်းမတိုက်နယ်ဆေးရုံ,Ka Zun Ma Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009022,ဆိပ်ဖြူ,Seikphyu,,,high confidence
health_facilities_myanmar2020_v20241016.518,POINT (94.67637900000005 21.213469000000032),hsp_0520,အင်းကန်တိုက်နယ်ဆေးရုံ,Inn Kan Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D004,Pakokku,MMR009022,ဆိပ်ဖြူ,Seikphyu,,,high confidence
health_facilities_myanmar2020_v20241016.519,POINT (94.12700800000005 22.171959000000072),hsp_0521,ဂန့်ဂေါပြည်သူ့ဆေးရုံ,Gangaw General Hospital,မြို့နယ်,General,100,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009023,ဂန့်ဂေါ,Gangaw,,,high confidence
health_facilities_myanmar2020_v20241016.520,POINT (94.10439200000008 22.414555000000064),hsp_0522,ကန်ရွာတိုက်နယ်ဆေးရုံ,Kan Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009023,ဂန့်ဂေါ,Gangaw,,,high confidence
health_facilities_myanmar2020_v20241016.521,POINT (94.36876200000006 21.926126000000068),hsp_0523,ကျောတိုက်နယ်ဆေးရုံ,Kyaw Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009023,ဂန့်ဂေါ,Gangaw,,,high confidence
health_facilities_myanmar2020_v20241016.522,POINT (94.09019000000006 22.023371000000054),hsp_0524,မင်းရွာတိုက်နယ်ဆေးရုံ,Min Ywar Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009023,ဂန့်ဂေါ,Gangaw,,,high confidence
health_facilities_myanmar2020_v20241016.523,POINT (94.07405500000004 22.718106000000034),hsp_0525,ဟံသာဝတီတိုက်နယ်ဆေးရုံ,Han Thar Wa Di Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009023,ဂန့်ဂေါ,Gangaw,,,high confidence
health_facilities_myanmar2020_v20241016.524,POINT (94.09720700000008 22.660833000000025),hsp_0526,မြောက်ခင်ရမ်းတိုက်နယ်ဆေးရုံ,Myauk Khin Yan Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009023,ဂန့်ဂေါ,Gangaw,,,high confidence
health_facilities_myanmar2020_v20241016.525,POINT (94.09585400000003 21.691843000000063),hsp_0527,ထီးလင်းမြို့နယ်ဆေးရုံ,Tilin Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009024,ထီးလင်း,Tilin,,,high confidence
health_facilities_myanmar2020_v20241016.526,POINT (94.11227500000007 21.889220000000023),hsp_0528,ဆေးမှင်တောတိုက်နယ်ဆေးရုံ,Say Min Taw Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009024,ထီးလင်း,Tilin,,,high confidence
health_facilities_myanmar2020_v20241016.527,POINT (94.28026700000004 21.61441300000007),hsp_0529,ကျင်းတိုက်နယ်ဆေးရုံ,Kyin Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009024,ထီးလင်း,Tilin,,,high confidence
health_facilities_myanmar2020_v20241016.528,POINT (94.22735600000004 21.915590000000066),hsp_0530,ရေမျက်နီတိုက်နယ်ဆေးရုံ,Yae Myet Ni Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009024,ထီးလင်း,Tilin,,,high confidence
health_facilities_myanmar2020_v20241016.529,POINT (94.15543000000008 21.153628000000026),hsp_0531,‌ဆောမြို့နယ်ဆေးရုံ,Saw Township Hospital,မြို့နယ်,Township,25,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009025,ဆော,Saw,,,high confidence
health_facilities_myanmar2020_v20241016.530,POINT (94.13442600000008 21.406893000000025),hsp_0532,‌ကျောက်ထုတိုက်နယ်ဆေးရုံ,Kyauk Htu Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009025,ဆော,Saw,,,high confidence
health_facilities_myanmar2020_v20241016.531,POINT (94.13701600000007 21.009382000000073),hsp_0533,လောင်းရှည်တိုက်နယ်ဆေးရုံ,Laung Shey Station Hospital,တိုက်နယ်,Station,16,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,MMR009D005,Gangaw,MMR009025,ဆော,Saw,,,high confidence
health_facilities_myanmar2020_v20241016.532,POINT (96.08391600000004 21.986928000000034),hsp_0534,မျက်စိ၊နား၊နှာခေါင်းနှင့်လည်ချောင်းရောဂါကုဆေးရုံ,"Eye,Ear,Nose and Throat Hosptital",NA,NA,150,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010001,အောင်မြေသာစံ,Aungmyaythazan,,,high confidence
health_facilities_myanmar2020_v20241016.533,POINT (96.10858200000007 22.000942000000066),hsp_0535,အလုပ်သမားဆေးရုံ,Labor Hospital,NA,NA,150,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010001,အောင်မြေသာစံ,Aungmyaythazan,,,high confidence
health_facilities_myanmar2020_v20241016.534,POINT (96.09765100000004 22.019471000000067),hsp_0536,တိုင်းရင်းဆေးရုံ,Traditional Hospital,NA,NA,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010001,အောင်မြေသာစံ,Aungmyaythazan,,,high confidence
health_facilities_myanmar2020_v20241016.535,POINT (96.09037800000004 21.977446000000043),hsp_0539,မန္တလေးပြည်သူ့ဆေးရုံကြီး,Chanayethazan General Hospital,မြို့နယ်,General,1500,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010002,ချမ်းအေးသာဇံ,Chanayethazan,,,high confidence
health_facilities_myanmar2020_v20241016.536,POINT (96.09136700000005 21.977358000000038),hsp_0540,ကလေးရောဂါအထူးကုဆေးရုံကြီး(မန္တလေး),Children Specialist Hospital,NA,NA,550,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010002,ချမ်းအေးသာဇံ,Chanayethazan,,,high confidence
health_facilities_myanmar2020_v20241016.537,POINT (96.10179500000004 21.975171000000046),hsp_0541,ဗဟိုအမျိုးသမီးဆေးရုံ,Central Women Hospital,NA,NA,550,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010002,ချမ်းအေးသာဇံ,Chanayethazan,,,high confidence
health_facilities_myanmar2020_v20241016.538,POINT (96.10522200000008 21.979833000000042),hsp_0542,ကလေးရောဂါအထူးကုဆေးရုံကြီး,Children Specialist Hospital,NA,NA,300,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010002,ချမ်းအေးသာဇံ,Chanayethazan,,,high confidence
health_facilities_myanmar2020_v20241016.539,POINT (96.05806700000005 21.972848000000056),hsp_0543,ကူးစက်ရောဂါကုဆေးရုံ,Disease control Hospital,NA,NA,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010002,ချမ်းအေးသာဇံ,Chanayethazan,,,high confidence
health_facilities_myanmar2020_v20241016.540,POINT (96.10060200000004 21.956402000000026),hsp_0544,တက္ကသိုလ်ဆေးရုံ,University hospital,NA,NA,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010003,မဟာအောင်မြေ,Mahaaungmyay,,,high confidence
health_facilities_myanmar2020_v20241016.541,POINT (96.11168200000009 21.94326700000005),hsp_0546,အရိုးရောဂါအထူးကုဆေးရုံကြီး,Orthopedic Specialist Hospital,NA,NA,500,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010004,ချမ်းမြသာစည်,Chanmyathazi,,,high confidence
health_facilities_myanmar2020_v20241016.542,POINT (96.11229600000007 21.94740900000005),hsp_0547,ကုတင်(၃၀၀)ဆေးရုံ,(300) Bedded Hospital,NA,NA,500,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010004,ချမ်းမြသာစည်,Chanmyathazi,,,high confidence
health_facilities_myanmar2020_v20241016.543,POINT (96.17681800000008 21.871011000000067),hsp_0548,စိတ်ကျန်းမာရေးဆေးရုံ,Psychiatric Hospital,NA,NA,NA,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010006,အမရပူရ,Amarapura,,,high confidence
health_facilities_myanmar2020_v20241016.544,POINT (96.15830300000005 21.852715000000046),hsp_0549,တမုတ်ဆိုးတိုက်နယ်ဆေးရုံ,Ta Moke Soe Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010006,အမရပူရ,Amarapura,,,high confidence
health_facilities_myanmar2020_v20241016.545,POINT (96.04825300000005 21.897669000000064),hsp_0550,အမရပူရမြို့နယ်ဆေးရုံ,Amarapura Township Hospital,မြို့နယ်,Township,25,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010006,အမရပူရ,Amarapura,,,high confidence
health_facilities_myanmar2020_v20241016.546,POINT (96.00087400000007 21.834894000000077),hsp_0551,ရဲလွန်ကျော်တိုက်နယ်ဆေးရုံ,Ye lon Kyaw Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010006,အမရပူရ,Amarapura,,,high confidence
health_facilities_myanmar2020_v20241016.547,POINT (96.11389800000006 21.81830300000007),hsp_0552,တလင်းကြီးတိုက်နယ်ဆေးရုံ,Ta Lin Gyi Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010006,အမရပူရ,Amarapura,,,high confidence
health_facilities_myanmar2020_v20241016.548,POINT (96.10629000000006 21.96718000000004),hsp_0554,မူးယစ်ဆေးစွဲရောဂါကုဆေးရုံ,Drug Hospital,NA,NA,NA,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010003,မဟာအောင်မြေ,Mahaaungmyay,,,probably accurate
health_facilities_myanmar2020_v20241016.549,POINT (96.15249600000004 21.99052000000006),hsp_0555,တီဘီရောဂါကုဆေးရုံ,Tuberculosis Hospital,NA,NA,200,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010007,ပုသိမ်ကြီး,Patheingyi,,,high confidence
health_facilities_myanmar2020_v20241016.550,POINT (96.16679900000008 22.00476800000007),hsp_0556,ပုသိမ်ကြီးမြို့နယ်ဆေးရုံ,Patheingyi Township Hospital,မြို့နယ်,Township,25,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010007,ပုသိမ်ကြီး,Patheingyi,,,high confidence
health_facilities_myanmar2020_v20241016.551,POINT (96.18287000000004 21.90535600000004),hsp_0557,ကျောက်မီးတိုက်နယ်ဆေးရုံ,Kyauk Mee Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010007,ပုသိမ်ကြီး,Patheingyi,,,high confidence
health_facilities_myanmar2020_v20241016.552,POINT (96.19417200000004 21.97429500000004),hsp_0558,နည်းပညာတက္ကသိုလ်ဆေးရုံ,Technology University Hospital,NA,NA,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D001,Mandalay,MMR010007,ပုသိမ်ကြီး,Patheingyi,,,high confidence
health_facilities_myanmar2020_v20241016.553,POINT (96.46614100000005 22.022512000000063),hsp_0560,ပြင်ဦးလွင်ပြည်သူ့ဆေးရုံကြီး,Pyinoolwin General Hospital,မြို့နယ်,General,300,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010008,ပြင်ဦးလွင်,Pyinoolwin,,,high confidence
health_facilities_myanmar2020_v20241016.554,POINT (96.31576300000006 21.868487000000073),hsp_0561,ဇီးပင်ကြီးဆေးရုံ,Zee Pin Gyi Station Hospital,တိုက်နယ်,Station,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010008,ပြင်ဦးလွင်,Pyinoolwin,,,high confidence
